Id,MlsNumber,BathroomTotal,Bedrooms,SizeInterior,StoriesTotal,Type,AreaUnformatted,HalfBathTotal,PriceUnformattedValue,Longitude,Latitude
27496294,A2167115,5,3 + 3,2606.3 sqft,2,House,2606 sqft,1,1099786,-114.086903639,51.157545821
27496290,A2166058,1,2 + 0,844 sqft,3,Apartment,844 sqft,0,309999,-114.119376592,50.921942074
27496265,A2169781,2,2 + 0,842.1 sqft,4,Apartment,842 sqft,0,324900,-114.056223966,51.159686587
27496264,A2170172,1,1 + 0,704.26 sqft,21,Apartment,704 sqft,0,275000,-114.074226197,50.97437743
27496262,A2169847,2,2 + 0,821.49 sqft,6,Apartment,821 sqft,0,359900,-113.955938875,51.164609738
27496261,A2170335,3,3 + 0,1554 sqft,2,House,1554 sqft,1,685000,-114.125369668,50.937098215
27496128,A2170331,4,3 + 1,1283.08 sqft,2,Row / Townhouse,1283 sqft,1,475000,-113.963749819,51.166123765
27496126,A2170329,1,2 + 0,673 sqft,4,Apartment,673 sqft,0,274999,-114.022524971,50.862646883
27496117,A2170027,1,1 + 0,535.5 sqft,1,Row / Townhouse,536 sqft,0,290000,-113.940827323,50.892824254
27495985,A2170326,2,2 + 0,908.21 sqft,4,Apartment,908 sqft,0,420000,-114.1327949,51.1791092
27495930,A2169616,6,4 + 1,3393.71 sqft,2,House,3394 sqft,1,1959000,-114.210451113,51.044700446
27495929,A2167209,3,4 + 0,1927.45 sqft,2,House,1927 sqft,1,755000,-114.094104553,51.185248013
27495927,A2169822,3,3 + 0,1715 sqft,3,Row / Townhouse,1715 sqft,1,529900,-114.166388719,51.182857795
27495925,A2169770,,,,,,,,600000,-114.068185529,51.006045161
27495924,A2170321,1,2 + 0,739 sqft,1,House,739 sqft,0,525000,-114.099175484,51.032054879
27495877,A2169846,2,2 + 0,813.5 sqft,4,Apartment,814 sqft,0,299900,-113.930923917,51.120343743
27495862,A2168158,4,3 + 0,1938.86 sqft,2,House,1939 sqft,1,1198800,-114.101973341,51.051425655
27495592,A2169630,3,3 + 1,1060 sqft,,House,1060 sqft,1,589000,-113.927572,51.084991
27495589,A2170280,2,2 + 1,865.84 sqft,,House,866 sqft,0,519900,-113.948652099,51.040890777
27495394,A2169980,2,2 + 0,1222.88 sqft,4,Apartment,1223 sqft,0,469900,-114.175649165,51.013033564
27495393,A2170136,4,3 + 1,1877.83 sqft,2,Duplex,1878 sqft,1,1099000,-114.068858176,51.073051389
27495343,A2169538,3,3 + 1,1610 sqft,3,Row / Townhouse,1610 sqft,1,564900,-114.1118695,51.1859173
27495291,A2169412,2,2 + 0,869 sqft,20,Apartment,869 sqft,0,389900,-114.055900143,51.049430734
27495242,A2169555,2,2 + 0,964.38 sqft,6,Apartment,964 sqft,0,389888,-113.959470939,51.164709738
27495039,A2170151,3,3 + 0,1604.51 sqft,2,Row / Townhouse,1605 sqft,1,519000,-114.195098711,51.012033614
27495006,A2170119,4,3 + 1,2089.62 sqft,2,Duplex,2090 sqft,1,1065000,-114.147324586,51.040808858
27494956,A2170013,5,5 + 2,2455.84 sqft,2,House,2456 sqft,0,799999,-113.9488957,50.8635231
27494942,A2169969,2,3 + 2,1102.49 sqft,1,House,1102 sqft,0,639900,-113.966274449,51.085083764
27494919,A2163246,4,3 + 1,1876.8 sqft,2,House,1877 sqft,1,619900,-113.980843418,50.932347739
27494792,A2170161,1,1 + 0,522.19 sqft,9,Apartment,522 sqft,0,339900,-114.084903115,51.055030222
27494701,A2169339,3,3 + 1,1802 sqft,,House,1802 sqft,1,945000,-114.089177817,51.088899698
27494700,A2169761,4,3 + 1,2717.68 sqft,2,House,2718 sqft,1,1099000,-113.965980086,50.890010589
27494685,A2169216,2,2 + 0,822 sqft,16,Apartment,822 sqft,0,339900,-114.088173781,51.047871759
27494608,A2170121,3,2 + 0,1076 sqft,2,House,1076 sqft,1,574900,-114.102610924,51.033022971
27494513,A2170224,2,2 + 0,616.51 sqft,4,Apartment,617 sqft,0,319000,-114.096028304,51.030176927
27494510,A2170099,3,3 + 1,1397.7 sqft,,House,1398 sqft,0,949000,-114.136497643,50.972592929
27494415,A2169956,2,2 + 0,821 sqft,4,Apartment,821 sqft,0,285000,-113.964732603,51.163951219
27494264,A2170205,1,1 + 0,698 sqft,3,Apartment,698 sqft,0,214900,-114.063606122,50.978630228
27494069,A2169844,2,2 + 0,836.94 sqft,4,Apartment,837 sqft,0,389900,-114.091038395,51.182167215
27494040,A2170097,4,4 + 0,2580.26 sqft,3,House,2580 sqft,1,1700000,-114.076063963,51.075794868
27494030,A2170067,2,3 + 0,1205 sqft,2,Row / Townhouse,1205 sqft,1,339900,-114.19868651,51.092231259
27493897,A2169672,2,2 + 0,801 sqft,3,Apartment,801 sqft,0,345000,-114.136829185,51.171160139
27493894,A2170176,2,3 + 0,1071 sqft,2,Row / Townhouse,1071 sqft,1,339900,-113.954159671,51.073120328
27493889,A2169919,1,1 + 0,596.94 sqft,3,Apartment,597 sqft,0,280000,-114.081770292,50.886080601
27493816,A2143171,2,2 + 0,1038 sqft,,House,1038 sqft,1,465000,-113.9474469,51.1153068
27493528,A2169996,1,2 + 0,746 sqft,4,Apartment,746 sqft,0,250000,-114.069034141,50.894393769
27493445,A2169172,2,2 + 0,1340.49 sqft,2,Row / Townhouse,1340 sqft,1,449000,-114.170717286,51.056430503
27493443,A2170135,2,2 + 0,1076 sqft,4,Apartment,1076 sqft,0,459900,-113.9534577,50.8778665
27493442,A2169471,3,3 + 0,1892 sqft,2,House,1892 sqft,1,773309,-114.081856693,50.890447069
27493373,A2168736,2,2 + 0,844.17 sqft,4,Apartment,844 sqft,0,319900,-114.0890566,51.1657141
27493372,A2170103,1,1 + 0,464.6 sqft,3,Apartment,465 sqft,0,243800,-114.066102081,50.916697411
27493369,A2169971,1,2 + 0,940.79 sqft,1,House,941 sqft,0,625000,-114.1826382,51.0827032
27493367,A2169458,4,3 + 1,1926 sqft,2,House,1926 sqft,1,950000,-114.145804866,51.027974411
27493212,A2169771,4,3 + 1,1451 sqft,2,House,1451 sqft,1,595000,-114.08144722,50.881787577
27493209,A2169699,1,3 + 0,1122.08 sqft,2,Row / Townhouse,1122 sqft,0,289900,-114.014858511,51.072650264
27493123,A2168998,1,3 + 0,976 sqft,2,Row / Townhouse,976 sqft,0,309000,-113.954542007,51.065730214
27492868,A2169957,3,3 + 0,1955.47 sqft,2,House,1955 sqft,1,799900,-114.158765067,51.163633483
27492836,A2170077,2,2 + 1,832 sqft,,House,832 sqft,0,598777,-114.156427896,51.122012042
27492814,A2169565,1,1 + 0,530.13 sqft,4,Apartment,530 sqft,0,249800,-114.090688448,51.166232741
27492730,A2168733,3,3 + 0,1502.8 sqft,2,Row / Townhouse,1503 sqft,1,444900,-113.925915616,51.118740964
27492727,A2169791,2,2 + 0,979.19 sqft,4,Apartment,979 sqft,0,710000,-113.9331094,50.89701
27492558,A2169880,1,1 + 0,557.6 sqft,3,Apartment,558 sqft,0,192500,-114.097707223,51.043078673
27492546,A2170094,2,1 + 0,3222.43 sqft,1,House,3222 sqft,1,799900,-114.063830952,51.022214408
27492462,A2170072,2,3 + 0,1397 sqft,4,Apartment,1397 sqft,0,509900,-114.145791493,51.165635604
27492347,A2169706,3,4 + 0,1792 sqft,2,House,1792 sqft,0,699000,-113.9257436,51.1569228
27492342,A2170070,2,3 + 0,1360 sqft,2,Duplex,1360 sqft,1,439500,-113.952232058,51.073417995
27492320,A2169508,2,2 + 0,839 sqft,4,Apartment,839 sqft,0,299888,-114.090989938,51.165572287
27492258,A2169783,4,3 + 1,2258.62 sqft,2,House,2259 sqft,1,999900,-114.108416806,51.146980958
27492023,A2169185,4,3 + 1,2061 sqft,2,House,2061 sqft,1,1300000,-114.056823094,50.942943128
27491865,A2170040,1,1 + 0,525 sqft,4,Apartment,525 sqft,0,255000,-114.0684673,51.1848063
27491863,A2169502,3,3 + 0,1572 sqft,2,House,1572 sqft,1,625000,-113.969985724,50.896459129
27491860,A2169946,3,3 + 2,1264.9 sqft,1,House,1265 sqft,0,799900,-114.033995806,50.9470141
27491783,A2170035,2,2 + 0,841 sqft,1,Row / Townhouse,841 sqft,0,349900,-114.215533994,51.065329244
27491451,A2162309,1,2 + 0,818.22 sqft,7,Apartment,818 sqft,0,300000,-114.062700387,51.039227219
27491450,A2169192,3,3 + 1,1557.86 sqft,1,House,1558 sqft,0,749900,-114.057718226,51.113516309
27491292,A2169685,3,3 + 2,1307 sqft,1,House,1307 sqft,0,699800,-114.180072717,51.142161761
27491239,A2169489,3,3 + 1,1218.12 sqft,2,House,1218 sqft,0,725000,-114.173441509,51.116298677
27491113,A2167721,4,3 + 1,1611.84 sqft,2,Row / Townhouse,1612 sqft,1,582900,-113.989859739,50.893485171
27490907,A2170021,2,3 + 1,1087.6 sqft,1,House,1088 sqft,0,689900,-114.077607519,50.960785478
27490542,A2169397,3,2 + 2,1527.27 sqft,1,House,1527 sqft,0,1199999,-114.177646043,51.030236312
27490541,A2170001,4,3 + 1,2365.81 sqft,2,House,2366 sqft,1,919000,-114.102716524,51.161673095
27490540,A2168827,1,1 + 0,595.15 sqft,4,Apartment,595 sqft,0,274900,-114.214632504,51.150276207
27490538,A2169933,3,3 + 0,1882 sqft,2,House,1882 sqft,1,729000,-114.057273215,51.189019407
27490523,A2166461,4,4 + 0,2306.4 sqft,2,House,2306 sqft,1,759750,-113.953831459,51.15012436
27490345,A2169945,3,3 + 0,1361.02 sqft,3,Row / Townhouse,1361 sqft,1,465000,-113.967804,51.1487264
27490341,A2170011,3,3 + 0,2068 sqft,3,Apartment,2068 sqft,1,2049900,-114.200903,51.0626046
27490337,A2169491,3,3 + 0,1924 sqft,2,House,1924 sqft,1,849900,-114.260609162,51.109088782
27490336,A2169917,4,3 + 1,2160 sqft,2,House,2160 sqft,1,785000,-113.974018051,50.880494104
27490332,A2169390,4,3 + 0,1538.19 sqft,2,House,1538 sqft,1,595000,-113.924371483,51.07355828
27490325,A2169659,4,3 + 1,1369 sqft,2,House,1369 sqft,1,664900,-113.966724767,51.160335625
27490324,A2169981,4,3 + 1,2033.98 sqft,2,House,2034 sqft,1,1099900,-114.126233019,51.04036163
27490322,A2169645,,,,,,,,1500000,-114.055719285,51.063469036
27490188,A2169907,4,3 + 1,1480.53 sqft,2,House,1481 sqft,1,599804,-113.933741,51.1221164
27490187,A2168097,2,2 + 3,1627.7 sqft,1,House,1628 sqft,0,1599999,-113.910548375,50.936558918
27490173,A2168331,3,3 + 0,1780 sqft,2,House,1780 sqft,1,629900,-113.9653511,50.9053883
27490006,A2169673,2,2 + 0,692.91 sqft,18,Apartment,693 sqft,0,394900,-114.050015653,51.047413505
27489879,A2169749,2,2 + 0,1343.46 sqft,13,Apartment,1343 sqft,0,479900,-114.186090245,51.061176029
27489831,A2169947,4,3 + 1,2251.47 sqft,2,House,2251 sqft,1,1199999,-114.222173112,51.063786499
27489668,A2169098,2,2 + 0,584.22 sqft,8,Apartment,584 sqft,0,425000,-114.208666617,51.064409462
27489446,A2169900,4,3 + 0,1265.64 sqft,3,Row / Townhouse,1266 sqft,2,689900,-114.215183183,51.088068349
27489401,A2169026,2,2 + 0,852.97 sqft,4,Apartment,853 sqft,0,399990,-113.9531149,50.8665203
27489399,A2169637,2,2 + 0,900 sqft,4,Apartment,900 sqft,0,349000,-114.174206697,51.015116677
27489204,A2159000,2,2 + 2,962 sqft,,House,962 sqft,0,574900,-113.951448262,51.069474555
27489128,A2168873,2,2 + 0,1070.28 sqft,6,Apartment,1070 sqft,0,919900,-113.93565408,50.897523631
27488954,A2169720,2,3 + 0,1087 sqft,1,House,1087 sqft,0,599900,-114.078804497,50.95809165
27488907,A2162922,3,3 + 0,1108 sqft,2,Row / Townhouse,1108 sqft,1,379000,-114.055308234,51.1104006
27488880,A2169653,3,3 + 0,1469 sqft,2,Row / Townhouse,1469 sqft,1,546990,-114.0777643,50.8744945
27488816,A2169717,2,1 + 0,701.63 sqft,4,Apartment,702 sqft,1,340000,-114.113160764,51.022628484
27488702,A2168807,2,2 + 0,1268.38 sqft,2,Row / Townhouse,1268 sqft,1,425000,-114.16084941,51.180145149
27488701,A2169882,2,3 + 0,1026 sqft,3,Apartment,1026 sqft,1,299900,-114.108883726,50.960495719
27488700,A2169875,7,4 + 1,5433.8 sqft,1,House,5434 sqft,2,7250000,-114.099308186,50.985367496
27488699,A2169883,1,1 + 0,493 sqft,28,Apartment,493 sqft,0,319575,-114.059510179,51.041985086
27488530,A2169312,4,3 + 0,1400.3 sqft,2,House,1400 sqft,1,629900,-113.929740335,51.114731365
27488521,A2169076,1,2 + 0,818.22 sqft,7,Apartment,818 sqft,0,295000,-114.062700387,51.039227219
27488122,A2169835,1,1 + 0,680 sqft,24,Apartment,680 sqft,0,286000,-114.060223089,51.03903483
27488046,A2166428,1,2 + 0,930.56 sqft,8,Apartment,931 sqft,0,314500,-114.075316907,51.03918579
27487654,A2169797,4,3 + 2,1795 sqft,2,House,1795 sqft,1,699900,-113.897995974,50.917723757
27487652,A2169484,2,2 + 0,980.7 sqft,3,Apartment,981 sqft,0,299900,-113.93386074,51.072083278
27487582,A2169784,4,3 + 1,1852 sqft,2,House,1852 sqft,1,874900,-114.199526784,51.085411762
27487414,A2169640,3,2 + 0,1376.56 sqft,2,Duplex,1377 sqft,1,480000,-114.099386623,51.160546427
27487413,A2169754,2,2 + 2,1146.39 sqft,,House,1146 sqft,0,639900,-114.100217203,50.955580659
27487411,A2158089,3,3 + 0,1544.02 sqft,,Row / Townhouse,1544 sqft,1,474999,-114.054684108,51.055067185
27487409,A2169769,3,3 + 0,1173.89 sqft,2,Row / Townhouse,1174 sqft,1,464900,-113.949898216,51.166310004
27487281,A2169577,2,2 + 0,1040 sqft,2,Row / Townhouse,1040 sqft,0,479900,-114.213978312,51.088769205
27487193,A2150952,1,1 + 0,703 sqft,7,Apartment,703 sqft,0,285000,-114.092318842,51.041976853
27487165,A2169428,4,4 + 1,2508 sqft,2,House,2508 sqft,1,839900,-114.143763,51.164989
27487161,A2166411,3,2 + 1,1194 sqft,2,Row / Townhouse,1194 sqft,1,485000,-114.214325745,51.088696752
27486900,A2169697,3,3 + 0,1953.11 sqft,2,House,1953 sqft,1,695000,-114.099739799,51.179031237
27486855,A2169695,4,2 + 1,1339.43 sqft,2,Row / Townhouse,1339 sqft,1,684900,-114.121868627,51.036967882
27486815,A2169689,3,3 + 0,1509 sqft,2,Row / Townhouse,1509 sqft,1,519900,-113.931244186,51.12726412
27486608,A2153745,6,5 + 2,3646.25 sqft,2,House,3646 sqft,1,1999000,-114.135537123,51.092180073
27486572,A2165434,1,2 + 0,1139.33 sqft,1,House,1139 sqft,0,777000,-114.066571377,51.080780732
27486544,A2156177,2,3 + 0,977.77 sqft,,House,978 sqft,0,868000,-114.164760622,51.078040592
27486382,A2169649,4,6 + 0,1893 sqft,2,House,1893 sqft,1,649900,-114.080356078,50.916699537
27486146,A2169680,3,4 + 0,2487 sqft,2,House,2487 sqft,1,889600,-114.084826906,51.184186334
27486145,A2169665,3,3 + 0,1488.16 sqft,2,Duplex,1488 sqft,1,579999,-114.057234942,50.862773629
27486134,A2168578,2,2 + 0,950.24 sqft,4,Apartment,950 sqft,0,289900,-113.997175318,51.023709738
27486131,A2169214,3,2 + 1,1269.66 sqft,1,House,1270 sqft,1,635000,-113.9525437,50.9175658
27486030,A2169395,3,3 + 0,1759 sqft,2,House,1759 sqft,1,703000,-113.93972435,51.168163529
27486028,A2169549,3,3 + 0,1260.77 sqft,2,Row / Townhouse,1261 sqft,1,485000,-113.949872701,51.166981119
27486027,A2169232,3,3 + 0,2194 sqft,2,House,2194 sqft,1,764900,-113.896089627,50.919824046
27485941,A2164718,2,3 + 1,1305.75 sqft,1,House,1306 sqft,0,699000,-114.0899756,51.093104393
27485931,A2169715,3,3 + 4,1117 sqft,,House,1117 sqft,0,614900,-113.944503211,51.114407026
27485930,A2168367,3,2 + 2,1283 sqft,1,House,1283 sqft,0,769900,-114.059251837,50.966518275
27485778,A2166182,2,2 + 0,1223 sqft,2,Row / Townhouse,1223 sqft,1,435000,-114.132584851,51.025325307
27485771,A2169424,1,2 + 0,525.54 sqft,,Row / Townhouse,526 sqft,0,275000,-113.956686813,51.070706608
27485770,A2169710,2,3 + 0,1217 sqft,2,House,1217 sqft,1,499000,-114.053245431,51.125368077
27485590,A2168802,3,3 + 0,1113 sqft,,House,1113 sqft,0,689000,-113.947625265,51.068648909
27484958,A2169467,3,3 + 0,1091 sqft,2,Row / Townhouse,1091 sqft,1,425000,-114.177302031,51.118313865
27484953,A2169563,4,3 + 2,1967.08 sqft,2,House,1967 sqft,1,799000,-113.967439208,51.157359124
27484938,A2169676,2,3 + 0,1154.88 sqft,2,Row / Townhouse,1155 sqft,1,404999,-113.9430958,51.1220478
27484841,A2169109,2,2 + 0,1366.79 sqft,4,Apartment,1367 sqft,0,549900,-114.169796565,51.063054207
27484796,A2169694,4,3 + 1,1943 sqft,2,Duplex,1943 sqft,1,759900,-114.204723727,51.0511855
27484795,A2167907,1,2 + 0,827 sqft,3,Apartment,827 sqft,0,269900,-114.076150114,50.93635394
27484533,A2166422,2,2 + 0,1117 sqft,8,Apartment,1117 sqft,0,629999,-114.210007727,51.064407746
27484532,A2169500,1,1 + 0,392 sqft,41,Apartment,392 sqft,0,273900,-114.055545639,51.041887077
27484531,A2169691,1,2 + 0,621.4 sqft,5,Apartment,621 sqft,0,331900,-113.95348713,51.151041554
27484393,A2169459,3,2 + 1,1197.2 sqft,3,Row / Townhouse,1197 sqft,1,469000,-114.13957,51.17326
27484283,A2169442,4,4 + 1,2610.9 sqft,2,House,2611 sqft,1,889900,-114.1147435,51.171359
27484227,A2169651,1,2 + 0,581 sqft,4,Apartment,581 sqft,0,299999,-114.027187343,50.866154171
27484135,A2169430,2,3 + 1,1027 sqft,1,House,1027 sqft,0,674900,-114.080285188,50.965242923
27484117,A2169636,1,1 + 0,585 sqft,30,Apartment,585 sqft,0,389900,-114.08695336,51.042362701
27484116,A2168004,2,3 + 0,1009.91 sqft,1,House,1010 sqft,0,519000,-114.071721356,50.944947818
27483865,A2169436,2,3 + 0,1156.1 sqft,2,Row / Townhouse,1156 sqft,1,359900,-114.087801744,50.951990846
27483845,A2168254,2,2 + 0,831 sqft,4,Apartment,831 sqft,0,397990,-114.0197528,51.040688416
27483773,A2169260,2,2 + 0,937 sqft,27,Apartment,937 sqft,0,459000,-114.087618239,51.042381454
27483620,A2169550,4,3 + 0,2439 sqft,3,Row / Townhouse,2439 sqft,1,1350000,-114.062959754,51.030890329
27483611,A2168625,3,3 + 0,1195.68 sqft,1,House,1196 sqft,1,499999,-113.9357426,51.0633334
27483427,A2168826,1,1 + 0,580.33 sqft,4,Apartment,580 sqft,0,339000,-113.971379108,50.862244169
27483425,A2169151,2,2 + 0,905.2 sqft,4,Apartment,905 sqft,0,324900,-113.964732603,51.163951219
27483414,A2169417,5,3 + 2,2178.5 sqft,2,House,2178 sqft,1,850000,-114.083500906,51.132680045
27483305,A2168814,3,3 + 2,1164.97 sqft,,House,1165 sqft,0,599000,-113.952495509,51.108637599
27483255,A2169492,1,2 + 0,760 sqft,3,Apartment,760 sqft,0,319800,-114.073595186,51.037189692
27483253,A2169498,2,2 + 0,694 sqft,5,Apartment,694 sqft,0,359900,-113.952877837,51.151853126
27483081,A2169024,1,1 + 0,578.58 sqft,4,Apartment,579 sqft,0,299900,-114.06097,50.86822
27483030,A2169559,4,3 + 2,1954 sqft,2,House,1954 sqft,1,1100000,-114.150046048,51.040411653
27482933,A2169493,3,3 + 0,2240 sqft,2,House,2240 sqft,1,889900,-113.979494833,50.86686021
27482767,A2168851,3,2 + 0,2402.09 sqft,14,Apartment,2402 sqft,1,1652000,-114.0770494,51.0526756
27482765,A2168043,1,1 + 0,505 sqft,3,Apartment,505 sqft,0,259900,-114.069469358,51.031742116
27482764,A2166903,1,2 + 0,992.79 sqft,3,Row / Townhouse,993 sqft,0,325000,-114.119322781,50.970265238
27482612,A2169531,4,3 + 0,1260.21 sqft,2,House,1260 sqft,2,614800,-113.936258812,51.112656983
27482402,A2168429,3,3 + 0,1601 sqft,2,Row / Townhouse,1601 sqft,1,569900,-113.989045079,50.894100521
27482394,A2169490,1,3 + 0,1117.18 sqft,1,House,1117 sqft,0,599900,-114.054809434,51.072179866
27482279,A2168477,3,3 + 2,1046.72 sqft,,House,1047 sqft,1,499000,-113.9749692,51.045394
27482114,A2169034,4,2 + 1,1188.35 sqft,2,Row / Townhouse,1188 sqft,1,449900,-113.963926736,51.165954055
27482016,A2169466,4,4 + 2,2277.38 sqft,2,House,2277 sqft,1,999000,-114.044657241,50.90856811
27481727,A2169085,1,2 + 0,659.3 sqft,2,Row / Townhouse,659 sqft,0,369900,-113.955274376,50.884430927
27481717,A2169440,2,3 + 3,1123.16 sqft,1,House,1123 sqft,0,659900,-113.93961926,51.047493016
27481266,A2169173,2,2 + 0,1130 sqft,3,Apartment,1130 sqft,0,440000,-114.213221908,51.132703712
27480985,A2130397,5,3 + 1,2955 sqft,2,House,2955 sqft,1,1999900,-114.030278047,51.054035474
27480933,A2169423,4,3 + 2,1887.87 sqft,1,House,1888 sqft,1,774900,-113.9514442,51.1662761
27480758,A2169445,3,3 + 0,1222 sqft,2,Row / Townhouse,1222 sqft,1,439900,-113.947840962,51.163905027
27480755,A2169228,4,3 + 1,1242 sqft,2,Row / Townhouse,1242 sqft,1,554900,-114.105041406,51.180823996
27480723,A2168169,2,2 + 0,831.47 sqft,16,Apartment,831 sqft,1,329900,-114.078481032,51.039686885
27480722,A2168508,1,0 + 2,472.84 sqft,,Row / Townhouse,473 sqft,0,299900,-114.19606341,51.124961951
27480635,A2168837,4,3 + 1,1954.02 sqft,2,House,1954 sqft,1,1111000,-114.074626023,51.090040948
27480625,A2168603,2,2 + 0,908.1 sqft,12,Apartment,908 sqft,1,279900,-114.1506177,51.1007142
27480612,A2169420,2,2 + 0,1025.07 sqft,1,Row / Townhouse,1025 sqft,0,325000,-113.954679476,50.912626515
27480559,A2163818,2,0 + 2,577.9 sqft,,Row / Townhouse,578 sqft,1,229900,-113.943475801,51.072006178
27480374,A2169354,4,3 + 2,1946.77 sqft,2,Duplex,1947 sqft,1,1139000,-114.1031515,51.0758574
27480365,A2169376,2,2 + 0,906.6 sqft,4,Apartment,907 sqft,0,320000,-113.963602228,51.164065479
27480285,A2169176,3,3 + 0,2822 sqft,4,Apartment,2822 sqft,1,1650000,-114.186519826,51.06599201
27480282,A2169371,3,3 + 0,1972 sqft,2,House,1972 sqft,1,688000,-113.9451047,50.9231221
27480264,A2169007,3,3 + 0,1586.48 sqft,2,Duplex,1586 sqft,1,589999,-114.1651016,51.1861721
27480232,A2161393,1,1 + 0,678.9 sqft,12,Apartment,679 sqft,0,279900,-114.060223089,51.03903483
27480123,A2168705,1,1 + 0,667.2 sqft,18,Apartment,667 sqft,0,374900,-114.078608428,51.042137685
27480070,A2169387,3,3 + 2,1124 sqft,1,House,1124 sqft,1,669900,-113.946615199,51.061932844
27480068,A2169345,2,2 + 0,857.4 sqft,2,House,857 sqft,1,669900,-114.041819944,51.034816515
27480067,A2166624,4,3 + 1,2070 sqft,2,Duplex,2070 sqft,1,1088000,-114.0708352,51.0686147
27479989,A2168797,4,3 + 1,2471.69 sqft,2,House,2472 sqft,1,1850000,-114.104732297,51.012684275
27479915,A2169349,4,3 + 2,1937.77 sqft,2,House,1938 sqft,1,769000,-113.933211791,51.131636415
27479903,A2169368,2,3 + 1,1124 sqft,2,House,1124 sqft,1,549998,-113.9756608,50.8917702
27479869,A2169272,2,3 + 1,1081.15 sqft,1,House,1081 sqft,1,695000,-114.158006,51.0517784
27479843,A2167863,1,1 + 0,718.5 sqft,7,Apartment,718 sqft,0,429900,-114.037768476,51.042719725
27479806,A2169335,2,2 + 0,1019.8 sqft,2,Row / Townhouse,1020 sqft,0,394900,-113.95673,51.1571
27479797,A2167156,1,1 + 0,563 sqft,11,Apartment,563 sqft,0,333000,-114.03981225,51.049807745
27479796,A2169289,2,3 + 0,843 sqft,2,Row / Townhouse,843 sqft,0,329000,-113.982348039,51.028878786
27479795,A2169028,2,2 + 0,930 sqft,33,Apartment,930 sqft,0,739900,-114.083558679,51.038471128
27479788,A2169357,2,3 + 0,1362.67 sqft,2,Row / Townhouse,1363 sqft,1,450000,-113.959251779,50.912901234
27479787,A2169200,1,1 + 0,708 sqft,21,Apartment,708 sqft,0,299900,-114.073638943,50.975870468
27479766,A2168433,3,2 + 0,1265 sqft,6,Apartment,1265 sqft,1,529900,-114.041034485,51.052651381
27479757,A2169351,1,1 + 0,580 sqft,4,Apartment,580 sqft,0,249900,-114.086068873,51.037049147
27479755,A2169004,3,3 + 0,1308 sqft,3,Row / Townhouse,1308 sqft,1,529000,-114.1487041,51.1706806
27479754,A2168891,2,3 + 1,1200 sqft,1,House,1200 sqft,0,699900,-114.068308927,51.097885392
